,Name,Marriage Dates,First Marriage Date,Divorce Dates,Marriage Lengths,Average Marriage Lengths
15202,"John I, Duke of Brittany",[],,[],[],
15203,"John I, Duke of Cleves",[],,[],[],
15204,"John I, Duke of Saxony",[],,[],[],
15205,"John II, Burgrave of Nuremberg",[],,[],[],
15206,"John II, Count Palatine of Simmern",[],,[],[],
15207,"John II, Count of Holland",[],,[],[],
15208,"John II, Count of Nevers",[],,[],[],
15209,"John II, Count of Oldenburg",[],,[],[],
15210,"John II, Duke of Bavaria",[],,[],[],
15211,"John II, Duke of Bourbon",[],,[],[],
15212,"John II, Duke of Brabant",[],,[],[],
15213,"John II, Duke of Brittany",[],,[],[],
15214,"John II, Duke of Cleves",[],,[],[],
15215,"John II, Duke of Saxe-Lauenburg",[],,[],[],
15216,"John II, Duke of Schleswig-Holstein-Sonderburg",[],,[],[],
15217,"John II, Lord of Egmond",[],,[],[],
15218,"John II, Marquess of Montferrat",[],,[],[],
15219,"John III, Count of Auvergne",[],,[],[],
15220,"John III, Duke of Brabant",[],,[],[],
15221,"John III, Duke of Brittany",[],,[],[],
15222,"John III, Duke of Cleves",[],,[],[],
15223,John III Sobieski,[],,[],[],
15224,John III of Navarre,[],,[],[],
15225,John III of Portugal,[],,[],[],
15226,John III of Rietberg,[],,[],[],
15227,John III of Sweden,[],,[],[],
15228,John II Casimir Vasa,[],,[],[],
15229,John II of Aragon and Navarre,[],,[],[],
15230,John II of Castile,[],,[],[],
15231,John II of Cyprus,[],,[],[],
15232,John II of France,[],,[],[],
15233,John II of Portugal,[],,[],[],
15234,"John IV, Count of Armagnac",[],,[],[],
15235,"John IV, Duke of Brabant",[],,[],[],
15236,"John IV, Duke of Brittany",[],,[],[],
15237,"John IV, Duke of Mecklenburg",[],,[],[],
15238,"John IV, Marquess of Montferrat",[],,[],[],
15239,John IV of Portugal,[],,[],[],
15240,John I of Aragon,[],,[],[],
15241,John I of Castile,[],,[],[],
15242,John I of Montfort,[],,[],[],
15243,John I of Portugal,[],,[],[],
15244,John Ireland (actor),[],,[],[],
15245,John J. Cornwell,[],,[],[],
15246,John J. Jacob (West Virginia),[],,[],[],
15247,"John J. Louis, Jr.",[],,[],[],
15248,John J. Riley,[],,[],[],
15249,"John Jacob Astor, 1st Baron Astor of Hever",[],,[],[],
15250,John Jacob Astor IV,[],,[],[],
15251,John Jacob Rogers,[],,[],[],
15252,John Jay,[],,[],[],
15253,John Jay O'Connor,[],,[],[],
15254,John Judge,[],,[],[],
15255,John Justin,[],,[],[],
15256,John K. Stargel,[],,[],[],
15257,John Karefa-Smart,[],,[],[],
15258,John Kasich,"[1975, 1997]",1975.0,[],[],
15259,John Kassir,[1998],1998.0,[2007],[9],9.0
15260,John Katzenbach,[],,[],[],
15261,John Kee,[],,[],[],
15262,John Kerr (governor-general),"[1938, 1975]",1938.0,[],[],
15263,John Kerry,[],,[],[],
15264,John King (journalist),[2008],2008.0,[2012],[4],4.0
15265,John Komnenos (Domestic of the Schools),[],,[],[],
15266,John Komnenos Asen,[],,[],[],
15267,John Krasinski,[2010],2010.0,[],[],
15268,John Kufuor,[],,[],[],
15269,John L. Hess,[],,[],[],
15270,John L. Marion,[],,[],[],
15271,John Ladenburg,[],,[],[],
15272,John Lahr,[],,[],[],
15273,John Lambert (general),[],,[],[],
15274,John Landgraf,[],,[],[],
15275,John Landis,[1980],1980.0,[],[],
15276,John Lavery,[],,[],[],
15277,John Legend,[2013],2013.0,[],[],
15278,John Light (actor),[],,[],[],
15279,John Loder (actor),[],,[],[],
15280,"John Louis, Count of Nassau-Ottweiler",[],,[],[],
15281,"John Louis I, Count of Nassau-Wiesbaden-Idstein",[],,[],[],
15282,"John Louis I, Prince of Anhalt-Dornburg",[],,[],[],
15283,John Lowell Gardner II,[],,[],[],
15284,John Lyle Robinson,[],,[],[],
15285,John Lynch (New Hampshire),[],,[],[],
15286,John M. Ashbrook,[],,[],[],
15287,John M. Harbert,[],,[],[],
15288,John Maddox,[],,[],[],
15289,John Magufuli,[],,[],[],
15290,John Major,[1970],1970.0,[],[],
15291,John Malecela,[],,[],[],
15292,John Malkovich,[1982],1982.0,[1988],[6],6.0
15293,John Maples,[],,[],[],
15294,John Maynard (politician),[],,[],[],
15295,John McArdle,[],,[],[],
15296,John McCain,"[1965, 1980]",1965.0,[1980],[15],15.0
15297,John McCook,[],,[],[],
15298,John McEnery,[],,[],[],
15299,John McEwen,[],,[],[],
15300,John McGahern,[],,[],[],
15301,John McGavock,[],,[],[],
15302,John McIntire,[],,[],[],
15303,John McLaughlin (host),[],,[],[],
15304,John Meillon,[],,[],[],
15305,"John Meinhard VII, Count of Gorizia",[],,[],[],
15306,John Mengatti,[],,[],[],
15307,John Merivale,[],,[],[],
15308,John Merritt (public servant),[],,[],[],
15309,John Merritt Sammis,[],,[],[],
15310,John Merrow,[],,[],[],
15311,John Mills,"[1932, 1941]",1932.0,[1941],[9],9.0
15312,John Minnis,[],,[],[],
15313,John Mollo,[],,[],[],
15314,John Momis,[],,[],[],
15315,John Monk Saunders,"[1922, 1928]",1922.0,"[1927, 1939]","[5, 11]",8.0
15316,"John Montagu, 4th Earl of Sandwich",[],,[],[],
15317,John Mortimer,[],,[],[],
15318,John Myhers,[],,[],[],
15319,John N. Mitchell,[],,[],[],
15320,John Nance Garner,[],,[],[],
15321,John Negroponte,[],,[],[],
15322,"John Neville, 3rd Baron Latimer",[],,[],[],
15323,"John Neville, 4th Baron Latimer",[],,[],[],
15324,John Nolan (British actor),[1975],1975.0,[],[],
15325,John O'Hurley,"[1992, 2004]",1992.0,[1994],[2],2.0
15326,John O. Bennett,[],,[],[],
15327,John Ogwen,[],,[],[],
15328,John Orcsik,[],,[],[],
15329,John Osborne,[],,[],[],
15330,John Pankow,[],,[],[],
15331,John Papa ʻĪʻī,[],,[],[],
15332,John Parke Custis,[],,[],[],
15333,John Pascal,[],,[],[],
15334,John Pasquin,[],,[],[],
15335,John Patrick Lowrie,[],,[],[],
15336,John Paul Clarkin,[],,[],[],
15337,John Paul DeJoria,[],,[],[],
15338,"John Paul Getty, Jr.",[],,[],[],
15339,"John Paulet, 2nd Marquess of Winchester",[],,[],[],
15340,John Payne (actor),[],,[],[],
15341,John Peabody Harrington,[],,[],[],
15342,John Penrose,[],,[],[],
15343,"John Philip II, Wild- and Rhinegrave of Salm-Dhaun",[],,[],[],
15344,John Philip Kemble,[],,[],[],
15345,John Piper (artist),[],,[],[],
15346,John Porter (settler),[],,[],[],
15347,John Prats,[2015],2015.0,[],[],
15348,John Proctor (Salem witch trials),[],,[],[],
15349,John Profumo,[],,[],[],
15350,John Quincy Adams,[],,[],[],
15351,"John R. McKernan, Jr.",[],,[],[],
15352,John R. Phillips (attorney),[],,[],[],
15353,John Ralston Saul,[],,[],[],
15354,John Randolph (actor),[],,[],[],
15355,John Rawlings Rees,[],,[],[],
15356,John Reardon,[2008],2008.0,[],[],
15357,John Redpath,[],,[],[],
15358,John Reed (art patron),[],,[],[],
15359,John Reed (journalist),[1916],1916.0,[],[],
15360,John Richard Green,[1877],1877.0,[],[],
15361,John Richardson (actor),[1967],1967.0,[1973],[6],6.0
15362,John Ridley Stroop,[],,[],[],
15363,John Ringling,"[1905, 1930]",1905.0,[],[],
15364,John Ritter,"[1977, 1999]",1977.0,[1996],[19],19.0
15365,John Robert Godley,[],,[],[],
15366,John Roberts (journalist),[],,[],[],
15367,John Romero,"[1987, 1990, 2004, 2012]",1987.0,"[1989, 1998, 2011]","[2, 8, 7]",5.666666666666667
15368,John Ross Bowie,[],,[],[],
15369,John Rossant,[],,[],[],
15370,John Rozgonyi,[],,[],[],
15371,John Ruskin,[],,[],[],
15372,"John Russell, 4th Duke of Bedford",[],,[],[],
15373,John Ryman,[],,[],[],
15374,John S. Detlie,[],,[],[],
15375,John S. Tanner (Mormon),[],,[],[],
15376,John Sanford (author),[],,[],[],
15377,John Savage Bolles,[],,[],[],
15378,John Schneider (screen actor),"[1983, 1993]",1983.0,[],[],
15379,John Schuck,[],,[],[],
15380,"John Segrave, 4th Baron Segrave",[],,[],[],
15381,John Seward Johnson I,[],,[],[],
15382,John Seymour (1474–1536),[],,[],[],
15383,John Shum,[],,[],[],
15384,"John Sigismund, Elector of Brandenburg",[],,[],[],
15385,John Silvanus Wilson,[],,[],[],
15386,John Simm,[],,[],[],
15387,"John Simon, 1st Viscount Simon",[],,[],[],
15388,"John Sinclair, 1st Baron Pentland",[],,[],[],
15389,John Singleton,[],,[],[],
15390,John Singleton (Australian entrepreneur),[],,[],[],
15391,John Slattery,[1998],1998.0,[],[],
15392,John Smith (Labour Party leader),[],,[],[],
15393,John Smith (actor),[1960],1960.0,[],[],
15394,John Sparrow David Thompson,[1870],1870.0,[],[],
15395,"John Spencer, 5th Earl Spencer",[],,[],[],
15396,"John Spencer-Churchill, 7th Duke of Marlborough",[],,[],[],
15397,John Spender,[],,[],[],
15398,John Stamos,[1998],1998.0,[],[],
15399,John Standing,[],,[],[],
15400,John Stapleton,[],,[],[],
15401,"John Stewart, Duke of Albany",[],,[],[],
15402,John Stoltenberg,[],,[],[],
15403,John Sutherland (producer),[],,[],[],
15404,John Swope (photographer),[],,[],[],
15405,John T. Walton,[],,[],[],
15406,John Terlesky,[],,[],[],
15407,John Thaw,"[1964, 1973]",1964.0,[1968],[4],4.0
15408,John Thomas Idlet,[],,[],[],
15409,John Thornton (North and South),[],,[],[],
15410,John Thynne,[],,[],[],
15411,John Tillinger,[],,[],[],
15412,John Toll,[],,[],[],
15413,John Towey,[],,[],[],
15414,John Travolta,[1991],1991.0,[],[],
15415,"John Tristan, Count of Valois",[],,[],[],
15416,John Trivers,[],,[],[],
15417,John Trudell,[],,[],[],
15418,John Turner,[1963],1963.0,[],[],
15419,John Turner (actor),[],,[],[],
15420,John Tyler,"[1813, 1844]",1813.0,[],[],
15421,John Tyrrell (actor),[],,[],[],
15422,"John V, Duke of Brittany",[],,[],[],
15423,"John V, Duke of Saxe-Lauenburg",[],,[],[],
15424,"John V, Lord of Arkel",[],,[],[],
15425,"John V, Prince of Anhalt-Zerbst",[],,[],[],
15426,"John VI, Prince of Anhalt-Zerbst",[],,[],[],
15427,"John VII, Count of Harcourt",[],,[],[],
15428,"John VIII, Count of Vendôme",[],,[],[],
15429,John VII of Hoya,[],,[],[],
15430,John VII of Werle,[],,[],[],
15431,John VI of Portugal,[1785],1785.0,[],[],
15432,John VI of Vendôme,[],,[],[],
15433,John V of Portugal,[],,[],[],
15434,John Van Alstyne Weaver,[],,[],[],
15435,John Vernou Bouvier III,[1928],1928.0,[1940],[12],12.0
15436,"John Villiers, 1st Viscount Purbeck",[],,[],[],
15437,John W. Blodgett,[],,[],[],
15438,John W. Donahey,[],,[],[],
15439,John W. Galbreath,[],,[],[],
15440,John W. Langley,[],,[],[],
15441,"John W. Rogers, Jr.",[],,[],[],
15442,John Warner,[],,[],[],
15443,John Wayles,[],,[],[],
15444,John Wayles Eppes,[],,[],[],
15445,John Wayne,"[1933, 1946, 1954]",1933.0,"[1945, 1954]","[12, 8]",10.0
15446,John Weitz,[],,[],[],
15447,John Weld,[],,[],[],
15448,John Wheelwright,[],,[],[],
15449,John Whitman,[],,[],[],
15450,John Wilkins,[],,[],[],
15451,"John William, Duke of Jülich-Cleves-Berg",[],,[],[],
15452,John William Corrington,[],,[],[],
15453,"John William Friso, Prince of Orange",[],,[],[],
15454,"John William III, Duke of Saxe-Eisenach",[],,[],[],
15455,John William Loudon,[],,[],[],
15456,John William Smith,[],,[],[],
15457,John William Waterhouse,[],,[],[],
15458,"John Wilmot, 2nd Earl of Rochester",[],,[],[],
15459,John Winchester (Supernatural),[],,[],[],
15460,John Wolley (MP),[],,[],[],
15461,John Woodvine,[],,[],[],
15462,John Y. Brown Jr.,[],,[],[],
15463,John Zápolya,[],,[],[],
15464,John de Burgh (1286–1313),[],,[],[],
15465,John de Menil,[],,[],[],
15466,"John de Mol, Jr.",[],,[],[],
15467,"John de Mowbray, 3rd Baron Mowbray",[],,[],[],
15468,"John de Mowbray, 3rd Duke of Norfolk",[],,[],[],
15469,"John de Mowbray, 4th Duke of Norfolk",[],,[],[],
15470,John de Saulles,[],,[],[],
15471,"John de Vere, 14th Earl of Oxford",[],,[],[],
15472,"John de Vere, 15th Earl of Oxford",[],,[],[],
15473,"John de Vere, 7th Earl of Oxford",[],,[],[],
15474,John de Vesci,[],,[],[],
15475,"John de Warenne, 6th Earl of Surrey",[],,[],[],
15476,"John de la Pole, 2nd Duke of Suffolk",[],,[],[],
15477,John of Bohemia,[],,[],[],
15478,John of Burgundy (1231–68),[],,[],[],
15479,"John of Castile, Lord of Valencia de Campos",[],,[],[],
15480,"John of Foix, Viscount of Narbonne",[],,[],[],
15481,John of Gaunt,[],,[],[],
15482,John of Görlitz,[],,[],[],
15483,"John of Islay, Earl of Ross",[],,[],[],
15484,"John of Islay, Lord of the Isles",[],,[],[],
15485,"John of Lancaster, 1st Duke of Bedford",[],,[],[],
15486,"John of Luxembourg, Lord of Beauvoir",[],,[],[],
15487,John of Montfort,[],,[],[],
15488,John of Saint Omer,[],,[],[],
15489,John of Saxony,[],,[],[],
15490,John the Fearless,[],,[],[],
15491,Johnathon Schaech,"[2001, 2010, 2013]",2001.0,"[2007, 2011]","[6, 1]",3.5
15492,Johnelle Hunt,[],,[],[],
15493,Johnny Cash,[],,[],[],
15494,Johnny Delgado,[],,[],[],
15495,Johnny Depp,"[1983, 2015]",1983.0,"[1985, 2017]","[2, 2]",2.0
15496,Johnny Sack,[],,[],[],
15497,Johnny Stearns,[1946],1946.0,[],[],
15498,Johnny Vegas,[],,[],[],
15499,Johnny Weissmuller,"[1931, 1933, 1939, 1948, 1963]",1931.0,"[1933, 1939, 1948, 1962]","[2, 6, 9, 14]",7.75
15500,Johnston Forbes-Robertson,[],,[],[],
15501,Joi Lansing,[],,[],[],
15502,Joice Mujuru,[],,[],[],
15503,Joke Silva,[],,[],[],
15504,Joko Widodo,[],,[],[],
15505,Jola Jobst,[],,[],[],
15506,Jolanta Kwaśniewska,[],,[],[],
15507,Jole Bovio Marconi,[],,[],[],
15508,Jolene Ivey,[],,[],[],
15509,Jomari Yllana,[],,[],[],
15510,Jomin Tayeng,[],,[],[],
15511,Jomo Kenyatta,[],,[],[],
15512,Jomon T. John,[2014],2014.0,[],[],
15513,Jon Cruddas,[],,[],[],
15514,Jon Cryer,[],,[],[],
15515,Jon Elia,[],,[],[],
15516,Jon F. Vein,[],,[],[],
15517,Jon Ford (Australian politician),[],,[],[],
15518,Jon Gosselin,[1999],1999.0,[2009],[10],10.0
15519,Jon Hall (actor),[],,[],[],
15520,Jon Hensley,[1996],1996.0,[],[],
15521,"Jon Huntsman, Jr.",[],,[],[],
15522,Jon Kavanaugh,[],,[],[],
15523,Jon Leibowitz,[],,[],[],
15524,Jon Lindstrom,"[1997, 2014]",1997.0,[],[],
15525,Jon Lynn Christensen,[],,[],[],
15526,Jon Pertwee,"[1955, 1960]",1955.0,[1960],[5],5.0
15527,Jon Polito,[2015],2015.0,[],[],
15528,Jon Provost,[],,[],[],
15529,Jon Richardson (comedian),[],,[],[],
15530,Jon Rubinstein,[],,[],[],
15531,Jon S. Cardin,[],,[],[],
15532,Jon Sivewright,[],,[],[],
15533,Jon Stone,[],,[],[],
15534,Jon Sullivan,[],,[],[],
15535,Jon Tenney,"[1994, 2012]",1994.0,[],[],
15536,Jon Voight,"[1962, 1971]",1962.0,[],[],
15537,Jon Wiener,[],,[],[],
15538,Jonah Goldberg,[],,[],[],
15539,Jonah Kūhiō Kalanianaʻole,[],,[],[],
15540,Jonas Goštautas,[],,[],[],
15541,Jonas Max Ferris,[],,[],[],
15542,Jonas Salk,"[1939, 1970]",1939.0,[1968],[29],29.0
15543,Jonathan Aris,[],,[],[],
15544,Jonathan Cake,[],,[],[],
15545,Jonathan Cecil,[],,[],[],
15546,Jonathan Clarkson Gibbs,[],,[],[],
15547,Jonathan Cullen,[],,[],[],
15548,Jonathan Cuneo,[],,[],[],
15549,Jonathan D. G. Jones,[],,[],[],
15550,Jonathan Dimbleby,[2007],2007.0,[],[],
15551,Jonathan Fast,[],,[],[],
15552,Jonathan Frakes,[1988],1988.0,[],[],
15553,Jonathan Goldstein (screenwriter),[],,[],[],
15554,Jonathan Gordon,[],,[],[],
15555,Jonathan Harker,[],,[],[],
15556,Jonathan Hensleigh,[],,[],[],
15557,Jonathan Hole,[],,[],[],
15558,Jonathan Hyde,[],,[],[],
15559,Jonathan Irwin,[],,[],[],
15560,Jonathan Jackson (actor),[2002],2002.0,[],[],
15561,Jonathan Kaufer,[],,[],[],
15562,Jonathan Kerrigan,[],,[],[],
15563,Jonathan Lee (musician),[],,[],[],
15564,Jonathan Lethem,[],,[],[],
15565,"Jonathan Mance, Baron Mance",[],,[],[],
15566,Jonathan Mann (WHO official),[],,[],[],
15567,Jonathan Myerson,[],,[],[],
15568,Jonathan Nolan,[],,[],[],
15569,Jonathan Penner,[],,[],[],
15570,Jonathan Prince,[],,[],[],
15571,Jonathan Roberts (dancer),[],,[],[],
15572,Jonathan Ross,[1988],1988.0,[],[],
15573,Jonathan Safran Foer,[2004],2004.0,[2014],[10],10.0
15574,Jonathan Scarfe,[],,[],[],
15575,Jonathan Silverman,[],,[],[],
15576,Jonathan Taplin,[],,[],[],
15577,Jonathan Temple,[],,[],[],
15578,Jonathan Togo,[],,[],[],
15579,Jonathon Dutton,[2015],2015.0,[],[],
15580,Joni Evans,[],,[],[],
15581,Jonny Lee Miller,[],,[],[],
15582,Joonas Kovalainen,[1874],1874.0,[],[],
15583,Joost Lagendijk,[],,[],[],
15584,Jordan Alan,[],,[],[],
15585,Jordan Chan,[2010],2010.0,[],[],
15586,Jordan Charney,[],,[],[],
15587,Jordan Christopher,[1966],1966.0,[],[],
15588,Jordan Mechner,[2014],2014.0,[],[],
15589,Jordan Smiler,[],,[],[],
15590,Jorge Amado,[],,[],[],
15591,Jorge Arrate,[],,[],[],
15592,Jorge Cuesta,[],,[],[],
15593,Jorge Gestoso,[],,[],[],
15594,Jorge Guillermo Borges,[],,[],[],
15595,Jorge Guinzburg,[],,[],[],
15596,Jorge Gutierrez (animator),[],,[],[],
15597,Jorge Hank Rhon,[],,[],[],
15598,Jorge Ibargüengoitia,[],,[],[],
15599,Jorge Montt,[],,[],[],
15600,Jorge Poza,[],,[],[],
15601,Jorge Ramos Hernández,[],,[],[],
15602,Jorge Salinas,[],,[],[],
15603,Jorge Zambrano,[],,[],[],
15604,Jorma Taccone,[],,[],[],
15605,"Josceline Percy, 11th Earl of Northumberland",[],,[],[],
15606,Joscha Kiefer,[],,[],[],
15607,Jose Isasi,[],,[],[],
15608,Danijel Sraka,[],,[],[],
15609,Danijela Dimitrovska,[2012],2012.0,[],[],
15610,"Danilo, Crown Prince of Montenegro",[],,[],[],
15611,"Danilo I, Prince of Montenegro",[],,[],[],
15612,Danish Aslam,[2010],2010.0,[],[],
15613,Danish Taimoor,[],,[],[],
15614,Dannah Phirman,[],,[],[],
15615,Danneel Harris,[2010],2010.0,[],[],
15616,Danni Boatwright,[],,[],[],
15617,Dannie Abse,[],,[],[],
15618,Dannii Minogue,[1994],1994.0,[1995],[1],1.0
15619,Danny Bilson,[],,[],[],
15620,Danny Bonaduce,"[1985, 1990, 2010]",1985.0,[],[],
15621,Danny Burstein,[],,[],[],
15622,Danny Chan Kwok-kwan,[2014],2014.0,[],[],
15623,Danny Cohen (television executive),[2012],2012.0,[],[],
15624,Danny Dayton,[],,[],[],
15625,Danny DeVito,[1982],1982.0,[],[],
15626,Danny Devos,[],,[],[],
15627,Danny Elfman,[2003],2003.0,[],[],
15628,Danny Huston,"[1989, 2001]",1989.0,[1992],[3],3.0
15629,Danny Kaye,[1940],1940.0,[],[],
15630,Danny Masterson,[2011],2011.0,[],[],
15631,Danny Mountain,[],,[],[],
15632,Danny Nucci,"[1995, 2003]",1995.0,[],[],
15633,Danny O'Brien (journalist),[],,[],[],
15634,Danny Ocean,[],,[],[],
15635,Danny Sue Nolan,[],,[],[],
15636,Dante DiPaolo,[1997],1997.0,[],[],
15637,Dante Ferretti,[],,[],[],
15638,Danuta Szaflarska,[],,[],[],
15639,Danuta Wałęsa,[],,[],[],
15640,Dany Boon,[],,[],[],
15641,Dany Robin,[],,[],[],
15642,Dany Saval,[],,[],[],
15643,Danyel Smith,[],,[],[],
15644,Daoguang Emperor,[],,[],[],
15645,Daphna Kastner,[],,[],[],
15646,Daphne Courtney,[],,[],[],
15647,Daphne Deckers,[],,[],[],
15648,Daphne Maxwell Reid,[],,[],[],
15649,Daphne Moon,[],,[],[],
15650,Daphne Wayans,[],,[],[],
15651,Daphne du Maurier,[],,[],[],
15652,Daran Norris,[1988],1988.0,[2012],[24],24.0
15653,Darcey Steinke,[],,[],[],
15654,Darci Kistler,[],,[],[],
15655,Darcy LaPier,[],,[],[],
15656,Darejan Dadiani,[],,[],[],
15657,"Darejan of Kakheti, Queen of Imereti",[],,[],[],
15658,Daria Pratt,[],,[],[],
15659,Darin Strauss,[],,[],[],
15660,Darinka Kvekić,[],,[],[],
15661,Dario Fo,[1954],1954.0,[],[],
15662,Darius III,[],,[],[],
15663,Darius McCrary,"[2005, 2009]",2005.0,[],[],
15664,Darius Sinathriya,[],,[],[],
15665,Darius Vâlcov,[2005],2005.0,[],[],
15666,Dariush Forouhar,[],,[],[],
15667,Dariusz Rosati,[],,[],[],
15668,Dark Cloud (actor),[],,[],[],
15669,Darla K. Anderson,[],,[],[],
15670,Darlene Conley,[],,[],[],
15671,Darlene Keju,[],,[],[],
15672,Darrell Fetty,[],,[],[],
15673,Darren Bennett (dancer),[],,[],[],
15674,Darren Dalton,[],,[],[],
15675,Darren E. Burrows,[],,[],[],
15676,Darren Lim,[],,[],[],
15677,Darren McGavin,"[1942, 1944, 1969]",1942.0,[],[],
15678,Darryl F. Zanuck,[],,[],[],
15679,Darth Vader,[],,[],[],
15680,Darva Conger,[],,[],[],
15681,Darya Melnikova,[],,[],[],
15682,Darya Pino,[],,[],[],
15683,Daryl Cloran,[],,[],[],
15684,Daryl Wein,[],,[],[],
15685,Dasha Zhukova,[2008],2008.0,[],[],
15686,Dave Annable,[2010],2010.0,[],[],
15687,Dave Barry,[],,[],[],
15688,Dave Batters,[],,[],[],
15689,Dave Freudenthal,[],,[],[],
15690,Dave Garroway,"[1945, 1956, 1980]",1945.0,[],[],
15691,Dave Goldberg,[],,[],[],
15692,Dave Kellett,[],,[],[],
15693,Dave Lee Travis,[1971],1971.0,[],[],
15694,Dave Morin,[],,[],[],
15695,Davey Holmes,[],,[],[],
15696,"David, Earl of Huntingdon",[],,[],[],
15697,David A. Frank-Kamenetskii,[],,[],[],
15698,David A. Siegel,[],,[],[],
15699,David Aberle,[],,[],[],
15700,David Aceveda,[],,[],[],
15701,David Adkins (actor),[],,[],[],
15702,David Alan Basche,[],,[],[],
15703,"David Alfred Thomas, 1st Viscount Rhondda",[],,[],[],
15704,David Arkin,[],,[],[],
15705,David Arquette,"[1999, 2015]",1999.0,[],[],
15706,David B. Wake,[],,[],[],
15707,David Bagration of Mukhrani,[],,[],[],
15708,David Bailey,[],,[],[],
15709,David Baker (biochemist),[],,[],[],
15710,David Bale,[],,[],[],
15711,David Baltimore,[1968],1968.0,[],[],
15712,David Barrera,[],,[],[],
15713,David Bauer (actor),[],,[],[],
15714,David Beckham,[1999],1999.0,[],[],
15715,David Ben-Gurion,[],,[],[],
15716,David Benioff,[2006],2006.0,[],[],
15717,David Berg,"[1944, 1970]",1944.0,[1970],[26],26.0
15718,David Bernier,[],,[],[],
15719,David Blair (dancer),[],,[],[],
15720,David Boies,[],,[],[],
15721,David Bordwell,[],,[],[],
15722,David Boreanaz,[],,[],[],
15723,David Bosch,[],,[],[],
15724,David Bowie,"[1970, 1992]",1970.0,[1980],[10],10.0
15725,David Brian,[1949],1949.0,[],[],
15726,David Brisbin,[],,[],[],
15727,David Brown (producer),[],,[],[],
15728,David Buck,[],,[],[],
15729,David Burke (British actor),[],,[],[],
15730,David Burtka,[2014],2014.0,[],[],
15731,David Butler (screenwriter),[],,[],[],
15732,David Cameron,[1996],1996.0,[],[],
15733,David Caruso,"[1979, 1984, 1996]",1979.0,[],[],
15734,David Caspe,[2014],2014.0,[],[],
15735,David Cassidy,"[1977, 1984, 1991]",1977.0,[2016],[39],39.0
15736,David Charvet,[],,[],[],
15737,David Clarke (actor),[],,[],[],
15738,David Clayton Rogers,[],,[],[],
15739,David Collenette,[],,[],[],
15740,David Cross,[2012],2012.0,[],[],
15741,David Cullinane,[],,[],[],
15742,David D. Levine,[],,[],[],
15743,David Dallin,[],,[],[],
15744,David Dank,[],,[],[],
15745,David Davis (Supreme Court justice),[],,[],[],
15746,David Denman,[],,[],[],
15747,David Duchovny,[1997],1997.0,[2014],[17],17.0
15748,David E. Kelley,[1993],1993.0,[],[],
15749,David E. Shaw,[],,[],[],
15750,David E. Stone,[],,[],[],
15751,David Easter,[],,[],[],
15752,"David Eccles, 1st Viscount Eccles",[],,[],[],
15753,David Eddings,[],,[],[],
15754,David Eisenhower,[],,[],[],
15755,David Evans Shaw,[],,[],[],
15756,David Feuerwerker,[],,[],[],
15757,David Fincher,"[1990, 1996]",1990.0,[1995],[5],5.0
15758,David Foster,[2011],2011.0,[],[],
15759,David Foster (Royal Navy officer),[],,[],[],
15760,David Frost,[],,[],[],
15761,David Frum,[1988],1988.0,[],[],
15762,David Fumero,[],,[],[],
15763,David Furnish,[2014],2014.0,[],[],
15764,David G. Hartwell,"[1969, 1997]",1969.0,[1992],[23],23.0
15765,David Garnett,[],,[],[],
15766,David Gest,[2002],2002.0,[2007],[5],5.0
15767,"David Gordon, 4th Marquess of Aberdeen and Temair",[],,[],[],
15768,David Gordon (choreographer),[],,[],[],
15769,David Graf,[],,[],[],
15770,David Gregory (journalist),[],,[],[],
15771,David Guas,[1999],1999.0,[],[],
15772,David Gyngell,[],,[],[],
15773,David Halberstam,[],,[],[],
15774,David Hall (Oklahoma governor),[],,[],[],
15775,David Hare (playwright),[],,[],[],
15776,David Hasselhoff,"[1984, 1989]",1984.0,"[1989, 2006]","[5, 17]",11.0
