,Name,Marriage Dates,First Marriage Date,Divorce Dates,Marriage Lengths,Average Marriage Lengths
14604,"Susana, Lady Walton",[],,[],[],
14605,Susana López Navia,[],,[],[],
14606,Susana Martinez,[],,[],[],
14607,Susana Rinaldi,[],,[],[],
14608,Susana Werner,[],,[],[],
14609,Susanna Alakoski,[],,[],[],
14610,Susanna Boylston,[],,[],[],
14611,Susanna Cole,[],,[],[],
14612,Susanna Cutini,[],,[],[],
14613,Susanna Foster,[],,[],[],
14614,Susanna Hall,[],,[],[],
14615,"Susanna Montgomery, Countess of Eglinton",[],,[],[],
14616,Susanna Phelps Gage,[],,[],[],
14617,Susanna Verbruggen,[],,[],[],
14618,Susanna Wesley,[],,[],[],
14619,Susanna of Bavaria,[],,[],[],
14620,Susannah Harker,[1993],1993.0,[2004],[11],11.0
14621,Susannah Taylor,[],,[],[],
14622,Susanne Bier,[],,[],[],
14623,Susanne Cramer,[],,[],[],
14624,Susanne Hoeber Rudolph,[],,[],[],
14625,Susanne Lothar,[],,[],[],
14626,Susanne Miller,[],,[],[],
14627,Susanne Zenor,[],,[],[],
14628,Susheela Gopalan,[],,[],[],
14629,Susheela Laxman Bangaru,[],,[],[],
14630,Sushil Ramgoolam,[],,[],[],
14631,Sushma K. Rao,[],,[],[],
14632,Sushma Swaraj,[],,[],[],
14633,Sushmita Mukherjee,[],,[],[],
14634,Susilo Bambang Yudhoyono,[],,[],[],
14635,Sussan Taunton,[],,[],[],
14636,Suthawan Sathirathai,[],,[],[],
14637,Sutton Foster,"[2006, 2014]",2006.0,[2010],[4],4.0
14638,Suvanant Kongying,[],,[],[],
14639,Suvi Koponen,[],,[],[],
14640,Suvra Mukherjee,[],,[],[],
14641,Suzan DelBene,[],,[],[],
14642,Suzan Farmer,[1965],1965.0,[1968],[3],3.0
14643,Suzan Sabancı Dinçer,[],,[],[],
14644,Suzana Nikolić,[],,[],[],
14645,Suzanna Love,[1978],1978.0,[],[],
14646,"Suzanne, Duchess of Bourbon",[],,[],[],
14647,Suzanne Bennett,[],,[],[],
14648,Suzanne Bernert,[],,[],[],
14649,Suzanne Bianchetti,[],,[],[],
14650,Suzanne Bonamici,[],,[],[],
14651,Suzanne Cloutier,[],,[],[],
14652,Suzanne Curchod,[],,[],[],
14653,Suzanne Côté,[],,[],[],
14654,Suzanne Danielle,[],,[],[],
14655,Suzanne Garment,[],,[],[],
14656,Suzanne Henriette of Lorraine,[],,[],[],
14657,Suzanne Lloyd,[],,[],[],
14658,Suzanne Martel,[],,[],[],
14659,Suzanne Martin,[],,[],[],
14660,Suzanne Marwille,[],,[],[],
14661,Suzanne Mubarak,[],,[],[],
14662,Suzanne Neve,[],,[],[],
14663,Suzanne Pleshette,[],,[],[],
14664,Suzanne Reynolds,[1978],1978.0,[],[],
14665,Suzanne Rogers,[],,[],[],
14666,Suzanne Schiffman,[],,[],[],
14667,Suzanne Seggerman,[],,[],[],
14668,Suzanne Shaw,[],,[],[],
14669,Suzanne Somers,[],,[],[],
14670,Suzanne Storrs,[],,[],[],
14671,Suzanne de Passe,[],,[],[],
14672,Suzi Digby,[],,[],[],
14673,Suzy Amis Cameron,"[1985, 2000]",1985.0,[],[],
14674,Suzy Kendall,[],,[],[],
14675,Suzy Parker,"[1950, 1958, 1963]",1950.0,"[1953, 1961]","[3, 3]",3.0
14676,Suzzanna,[],,[],[],
14677,Sveinn Björnsson,[],,[],[],
14678,Sven O. Høiby,[],,[],[],
14679,Sven Wollter,"[1956, 1960, 2003]",1956.0,[],[],
14680,Sverre of Norway,[],,[],[],
14681,Svetlana Alliluyeva,[],,[],[],
14682,Svetlana Bojković,[],,[],[],
14683,Svetlana Khodchenkova,[],,[],[],
14684,Svetlana Medvedeva,[],,[],[],
14685,Svetoslav Roerich,[],,[],[],
14686,Sviatopolk II of Kiev,[],,[],[],
14687,Sviatopolk I of Kiev,[],,[],[],
14688,Swami Parthasarathy,[],,[],[],
14689,Swanee Hunt,[],,[],[],
14690,Swapnil Joshi,"[2005, 2011]",2005.0,[2009],[4],4.0
14691,Swaran Lata (actress),[],,[],[],
14692,Swasawke,[],,[],[],
14693,Swastima Khadka,[],,[],[],
14694,Swathi Thirunal Rama Varma,[],,[],[],
14695,Swati Piramal,[],,[],[],
14696,Swatilekha Sengupta,[],,[],[],
14697,Sweeney Todd,[],,[],[],
14698,Sweta Keswani,[],,[],[],
14699,Sweyn Forkbeard,[],,[],[],
14700,Sweyn III of Denmark,[],,[],[],
14701,Sweyn II of Denmark,[],,[],[],
14702,Swizz Beatz,"[2004, 2010]",2004.0,[2010],[6],6.0
14703,Syatilla Melvin,[],,[],[],
14704,Sybil Brand,[1933],1933.0,[],[],
14705,Sybil Christopher,"[1949, 1966]",1949.0,[1963],[14],14.0
14706,Sybil Robson Orr,[],,[],[],
14707,Sybil Seely,[],,[],[],
14708,Sybil Thorndike,[],,[],[],
14709,Sybilla of Conversano,[],,[],[],
14710,Sybilla of Normandy,[],,[],[],
14711,Sybille Schmitz,[],,[],[],
14712,Sydnee Steele,[],,[],[],
14713,"Sydney, Lady Morgan",[],,[],[],
14714,Sydney Bristow,[],,[],[],
14715,Sydney Kentridge,[],,[],[],
14716,Sydney M. Irmas,[],,[],[],
14717,Sydney Sturgess,[],,[],[],
14718,Sydney Tafler,[],,[],[],
14719,Syed Ahmad Syed Mahmud Shahabuddin,[],,[],[],
14720,Syed Hasan Imam (actor),[],,[],[],
14721,Syed Ishrat Abbas,[],,[],[],
14722,Syed Munir Hussain Gilani,[],,[],[],
14723,Syed Musa Raza,[],,[],[],
14724,Syed Noor,[],,[],[],
14725,Sylvana Tomaselli,"[1977, 1988]",1977.0,[1981],[4],4.0
14726,Sylvester Stallone,"[1974, 1985, 1997]",1974.0,[],[],
14727,Sylvester Weaver (executive),[1942],1942.0,[],[],
14728,Sylvia Anderson,"[1946, 1952, 1960]",1946.0,"[1950, 1959, 1981]","[4, 7, 21]",10.666666666666666
14729,Sylvia Ashley,"[1927, 1936, 1944, 1949, 1954]",1927.0,"[1934, 1948, 1952]","[7, 12, 8]",9.0
14730,Sylvia Bataille,[],,[],[],
14731,Sylvia Brett,[],,[],[],
14732,Sylvia Field,"[1924, 1930, 1941]",1924.0,[],[],
14733,Sylvia Hermon,[],,[],[],
14734,Sylvia Llewelyn Davies,[],,[],[],
14735,Sylvia Ostry,[],,[],[],
14736,Sylvia Plath,[],,[],[],
14737,Sylvia Rodríguez Aponte,[],,[],[],
14738,Sylvia Sidney,[],,[],[],
14739,Sylviane Agacinski,[1994],1994.0,[],[],
14740,Sylvie Meis,[],,[],[],
14741,Syngman Rhee,[],,[],[],
14742,Syra Yousuf,[2012],2012.0,[],[],
14743,Szymon Szurmiej,[],,[],[],
14744,Sándor Petőfi,[],,[],[],
14745,Sólrun Løkke Rasmussen,[],,[],[],
14746,Sølvi Wang,[],,[],[],
14747,Sükhbaataryn Yanjmaa,[],,[],[],
14748,Süleyman Demirel,[1948],1948.0,[],[],
14749,Sālote Tupou III,[1917],1917.0,[],[],
14750,T.I.,[2010],2010.0,[],[],
14751,T.J. Scott,[],,[],[],
14752,T. B. Ilangaratne,[],,[],[],
14753,T. B. Maston,[],,[],[],
14754,T. B. Walker,[],,[],[],
14755,T. Boone Pickens,"[1949, 1972, 2000, 2005, 2014]",1949.0,"[1971, 1998, 2004, 2012]","[22, 26, 4, 7]",14.75
14756,T. Christian Miller,[],,[],[],
14757,T. E. Dikty,[],,[],[],
14758,T. J. Clark (art historian),[],,[],[],
14759,T. K. Wetherell,[],,[],[],
14760,T. M. A. Pai,[],,[],[],
14761,T. S. Eliot,"[1915, 1957]",1915.0,[],[],
14762,T. S. Matthews,[],,[],[],
14763,T. V. Soong,[],,[],[],
14764,Ta-Tanisha,[],,[],[],
14765,Taare Parata,[],,[],[],
14766,Taavi Rõivas,[],,[],[],
14767,Tabaré Vázquez,[],,[],[],
14768,Tabinshwehti,[],,[],[],
14769,Tabitha King,[1971],1971.0,[],[],
14770,Tabitha Soren,[],,[],[],
14771,Tadanobu Asano,[],,[],[],
14772,Tadateru Konoe,[1966],1966.0,[],[],
14773,Taddea Visconti,[],,[],[],
14774,Taddeo Barberini,[],,[],[],
14775,Tadeusz Franciszek Ogiński,[],,[],[],
14776,Tadeusz Reichstein,[],,[],[],
14777,Tadj ol-Molouk,[],,[],[],
14778,Taejo of Joseon,[],,[],[],
14779,Tagawa Matsu,[],,[],[],
14780,Tage Erlander,[],,[],[],
14781,Tahar Rahim,[],,[],[],
14782,Tahereh Mafi,[],,[],[],
14783,Tahia Kazem,[],,[],[],
14784,Tahir Shah,[],,[],[],
14785,Tahyna Tozzi,[2014],2014.0,[],[],
14786,Tai Si,[],,[],[],
14787,Tai Solarin,[1951],1951.0,[],[],
14788,Taichi Yamazaki,[],,[],[],
14789,Taim Hasan,[2002],2002.0,[2012],[10],10.0
14790,Taiwo Odukoya,[],,[],[],
14791,"Takahito, Prince Mikasa",[1941],1941.0,[],[],
14792,Takako Shimazu,[],,[],[],
14793,Takashi Sorimachi,[],,[],[],
14794,Takeo Miki,[],,[],[],
14795,Takeshi Kusao,[],,[],[],
14796,Talal Arslan,[],,[],[],
14797,Talal of Jordan,[],,[],[],
14798,Talbot Duckmanton,"[1947, 1979]",1947.0,[],[],
14799,Talia Balsam,[],,[],[],
14800,Talia Shire,"[1970, 1980]",1970.0,[1980],[10],10.0
14801,Talisa Soto,"[1997, 2002]",1997.0,[2000],[3],3.0
14802,Talitha Getty,[],,[],[],
14803,Tallulah Bankhead,[1937],1937.0,[],[],
14804,Talluri Rameshwari,[],,[],[],
14805,Talulah Riley,[],,[],[],
14806,Tamar Braxton,"[2001, 2008]",2001.0,[2003],[2],2.0
14807,Tamar of Georgia,[],,[],[],
14808,Tamara Bernier Evans,[],,[],[],
14809,Tamara Buciuceanu,[1962],1962.0,[],[],
14810,Tamara Desni,"[1929, 1937, 1942, 1947, 1956]",1929.0,"[1930, 1940, 1945, 1951]","[1, 3, 3, 4]",2.75
14811,Tamara Jenkins,[],,[],[],
14812,Tamara Lund,[],,[],[],
14813,Tamara Toumanova,[],,[],[],
14814,Tamatoa V,[],,[],[],
14815,Tameka Foster,"[2002, 2007]",2002.0,"[2007, 2009]","[5, 2]",3.5
14816,Tamela Mann,[],,[],[],
14817,Tamera Mowry,[2011],2011.0,[],[],
14818,Tami Roman,[1994],1994.0,[2001],[7],7.0
14819,Tami Taylor,[],,[],[],
14820,Tamie Fraser,[],,[],[],
14821,Tamiyo Kusakari,[],,[],[],
14822,Tammam Salam,[],,[],[],
14823,Tammy Faye Messner,[],,[],[],
14824,Tammy Grimes,"[1956, 1966, 1968]",1956.0,"[1960, 1967]","[4, 1]",2.5
14825,Tammy Irons,[],,[],[],
14826,Tamra Davis,[],,[],[],
14827,Tamsin Greig,[],,[],[],
14828,Tamzin Outhwaite,[2006],2006.0,[2014],[8],8.0
14829,Tamás Fellegi,[],,[],[],
14830,Tan Chin Tuan,[],,[],[],
14831,Tan Choo Leng,[],,[],[],
14832,Tan Tock Seng,[],,[],[],
14833,Tana Ramsay,[1996],1996.0,[],[],
14834,Tananarive Due,[],,[],[],
14835,Tancred Ibsen,[],,[],[],
14836,Tandra Ray,[],,[],[],
14837,Tang Wei,[],,[],[],
14838,Tang Yuemei,[1956],1956.0,[],[],
14839,Tang Yuhan,[],,[],[],
14840,Tanguturi Anjaiah,[],,[],[],
14841,Tania Ahmed,[],,[],[],
14842,Tania Khalill,[],,[],[],
14843,Tanit Phoenix,[],,[],[],
14844,Tanja Karpela,[],,[],[],
14845,Tanja Ribič,[],,[],[],
14846,Tanuja,[],,[],[],
14847,Tanya Beckett,[],,[],[],
14848,Tanya Burr,[],,[],[],
14849,Tanya Byron,[],,[],[],
14850,Tanya Plibersek,[],,[],[],
14851,Tanya Robinson,[],,[],[],
14852,"Tao Hong (actress, born 1972)",[2002],2002.0,[],[],
14853,Tao Lin,[],,[],[],
14854,Tao Ruspoli,[2003],2003.0,[2011],[8],8.0
14855,Tapan Sinha,[],,[],[],
14856,Tapas Paul,[],,[],[],
14857,Tapoa II,[],,[],[],
14858,Tappan Adney,[1899],1899.0,[],[],
14859,Tara Buck,[],,[],[],
14860,Tara Dawn Holland,[],,[],[],
14861,Tara Knowles,[],,[],[],
14862,Tara Platt,[2002],2002.0,[],[],
14863,Tara Sharma,[],,[],[],
14864,Tara Subkoff,[2014],2014.0,[],[],
14865,Tara Thornton,[],,[],[],
14866,Tarab Abdul Hadi,[],,[],[],
14867,Tarabya I of Sagaing,[],,[],[],
14868,Tarabya of Ava,[],,[],[],
14869,Tarak Nath Das,[],,[],[],
14870,Taran (character),[],,[],[],
14871,Taran Killam,[2012],2012.0,[],[],
14872,Tarana Halim,[],,[],[],
14873,Tarek Ben Halim,[],,[],[],
14874,Tareq Salahi,[],,[],[],
14875,Tareque Masud,[],,[],[],
14876,Tarita Teriipaia,[],,[],[],
14877,Tarja Halonen,[2000],2000.0,[],[],
14878,Taryn Simon,[],,[],[],
14879,Tarzan,[],,[],[],
14880,Tasha Alexander,[],,[],[],
14881,Tashlultum,[],,[],[],
14882,Taslima Nasrin,[],,[],[],
14883,Tasma Walton,[2009],2009.0,[],[],
14884,Tasziló Festetics,[],,[],[],
14885,Tatiana Riabouchinska,[1943],1943.0,[],[],
14886,Tatiana Rusesabagina,[],,[],[],
14887,Tatiana Samoilova,[],,[],[],
14888,Tatiana Santo Domingo,[2013],2013.0,[],[],
14889,Tatiana Sorokko,[],,[],[],
14890,Tatjana Gsovsky,[],,[],[],
14891,Tatum O'Neal,[1986],1986.0,[1994],[8],8.0
14892,Tatyana Golikova,[],,[],[],
14893,Tatyana Shaposhnikova,[],,[],[],
14894,Tatyana Yumasheva,[],,[],[],
14895,Tauese Sunia,[],,[],[],
14896,Taufiq Kiemas,[],,[],[],
14897,Taung Pyinthe (Saw Rahan II),[],,[],[],
14898,Tauquir Ahmed,[1999],1999.0,[],[],
14899,Tawny Kitaen,[],,[],[],
14900,Taya Kyle,[2002],2002.0,[],[],
14901,Taye Diggs,[2003],2003.0,[2014],[11],11.0
14902,Taylor Hackford,"[1970, 1977, 1997]",1970.0,[1975],[5],5.0
14903,Taylor Townsend (The O.C.),[],,[],[],
14904,Taytu Betul,[],,[],[],
14905,Tazeen Fatma,[],,[],[],
14906,Taís Araújo,[],,[],[],
14907,Tcheng Yu-hsiu,[],,[],[],
14908,Tchéky Karyo,[],,[],[],
14909,Teal Marchande,[],,[],[],
14910,Teboho MacDonald Mashinini,[],,[],[],
14911,Teburoro Tito,[],,[],[],
14912,Ted Arison,[],,[],[],
14913,Ted Chabasinski,[],,[],[],
14914,Ted Corday,[],,[],[],
14915,Ted Cruz,[2001],2001.0,[],[],
14916,Ted Danson,"[1970, 1977, 1995]",1970.0,"[1975, 1993]","[5, 16]",10.5
14917,Ted Demme,[],,[],[],
14918,Ted Gaines,[],,[],[],
14919,Ted Greatorex,[],,[],[],
14920,Ted Griffin,[],,[],[],
14921,Ted Haggard,[1978],1978.0,[],[],
14922,Ted Hartley,[],,[],[],
14923,Ted Hughes,"[1956, 1970]",1956.0,[],[],
14924,Ted Jolliffe,[],,[],[],
14925,Ted Kennedy,"[1958, 1992]",1958.0,[1982],[24],24.0
14926,Ted Koppel,[],,[],[],
14927,Ted Kotcheff,[],,[],[],
14928,Ted McGinley,[],,[],[],
14929,Ted Mosby,[2020],2020.0,[],[],
14930,Ted Prior (actor),[1990],1990.0,[],[],
14931,Ted Sarandos,[],,[],[],
14932,Ted Schwinden,[],,[],[],
14933,Ted Sorensen,[],,[],[],
14934,Ted Turner,[],,[],[],
14935,Ted Wass,[],,[],[],
14936,Ted Wells,[],,[],[],
14937,Teddi Siddall,[],,[],[],
14938,Teddy Reno,[],,[],[],
14939,Teddy Sampson,[],,[],[],
14940,Teddy Wang,[1955],1955.0,[],[],
14941,Tee Tee Luce,[],,[],[],
14942,Teejay Sidhu,[],,[],[],
14943,Teel Bivins,[],,[],[],
14944,Tehmina Durrani,[],,[],[],
14945,Teimuraz II of Kakheti,[],,[],[],
14946,Teimuraz I of Kakheti,[],,[],[],
14947,Tej Pratap Singh Yadav,[],,[],[],
14948,Tejashree Pradhan Ketkar,[],,[],[],
14949,Tejaswini Kolhapure,[],,[],[],
14950,Teji Bachchan,[],,[],[],
14951,Tekkan Yosano,[],,[],[],
14952,Tekla Róża Radziwiłł,[],,[],[],
14953,Tekle Giyorgis II,[],,[],[],
14954,Telman Hasanov,[],,[],[],
14955,Tengku Ampuan Bariah,[],,[],[],
14956,Tengku Budriah of Perlis,[],,[],[],
14957,Tengku Intan Zaharah,[],,[],[],
14958,Tenzin (The Legend of Korra),[],,[],[],
14959,Teodor Lubomirski,[],,[],[],
14960,Teodor Meleșcanu,[],,[],[],
14961,"Teodora of Bulgaria, Queen of Serbia",[],,[],[],
14962,Teofila Ludwika Zasławska,[],,[],[],
14963,Teofila Zofia Sobieska,[],,[],[],
14964,Teofilia Sieniawska,[],,[],[],
14965,Tera Patrick,[],,[],[],
14966,Tera Wray,[2008],2008.0,[],[],
14967,Terence Conran,[],,[],[],
14968,Terence De Marney,[],,[],[],
14969,Terence Donovan (actor),[],,[],[],
14970,Terence Longdon,[],,[],[],
14971,Teresa A. Sullivan,[],,[],[],
14972,Teresa Bagioli Sickles,[],,[],[],
14973,Teresa Carpenter,[],,[],[],
14974,Teresa Cheung (actress),[],,[],[],
14975,Teresa Chodkiewicz,[],,[],[],
14976,Teresa Cristina of the Two Sicilies,[],,[],[],
14977,Teresa Czartoryska,[],,[],[],
14978,Teresa Heinz,[],,[],[],
14979,Teresa Karolina Rzewuska,[],,[],[],
14980,Teresa Korwin Gosiewska,[],,[],[],
14981,Teresa Lisbon,[],,[],[],
14982,Teresa Lubomirska,[],,[],[],
14983,Teresa Mo,[],,[],[],
14984,Teresa Nielsen Hayden,[],,[],[],
14985,Teresa Palmer,[2013],2013.0,[],[],
14986,Teresa Parente,[],,[],[],
14987,Teresa Patrício de Gouveia,[],,[],[],
14988,Teresa Sapieha,[],,[],[],
14989,Teresa Wright,"[1942, 1959]",1942.0,[],[],
14990,Teresa d'Entença,[],,[],[],
14991,Teresia Sampsonia,[],,[],[],
14992,Teresina Brambilla,[],,[],[],
14993,Teri Bauer,[],,[],[],
14994,Teri Copley,[],,[],[],
14995,Teri Hatcher,"[1988, 1994]",1988.0,[],[],
14996,Teri Joseph,[],,[],[],
14997,Teri Shields,[],,[],[],
14998,Teriimaevarua III,[],,[],[],
14999,Teriitaria II,[],,[],[],
15000,Terken Khatun (wife of Ala ad-Din Tekish),[],,[],[],
15001,Terken Khatun (wife of Malik-Shah I),[],,[],[],
15002,Terrance Hayes,[],,[],[],
15003,Terrence E. McNally,[],,[],[],
15004,Terrence Hardiman,[],,[],[],
15005,Terrence Mann,[],,[],[],
15006,Terri Conn,"[2001, 2011]",2001.0,[],[],
15007,Terri Garber,[],,[],[],
15008,Terri Irwin,[1992],1992.0,[],[],
15009,Terri Schuester,[],,[],[],
15010,Terri Tatchell,[],,[],[],
15011,Terri Welles,[1981],1981.0,[],[],
15012,Terry Beyer,[],,[],[],
15013,Terry Duggan,[],,[],[],
15014,Terry Farrell (actress),[2002],2002.0,[2015],[13],13.0
15015,Terry Finn,[],,[],[],
15016,Terry Grier,[],,[],[],
15017,Terry Hands,[],,[],[],
15018,Terry Haskins,[],,[],[],
15019,Terry Hu,[],,[],[],
15020,Terry Jones (i-D),[],,[],[],
15021,Terry Kinney,"[1984, 1993]",1984.0,"[1988, 2006]","[4, 13]",8.5
15022,Terry Moore (actress),[],,[],[],
15023,Terry Norris (actor),[1962],1962.0,[],[],
15024,Terry O'Neill (photographer),[],,[],[],
15025,Terry Rakolta,[],,[],[],
15026,Terry Rhoads,[],,[],[],
15027,Terry Todd,[],,[],[],
15028,Teruhiko Saigō,[1972],1972.0,[],[],
15029,Teruo Kakuta,[],,[],[],
15030,Teruyoshi Uchimura,[],,[],[],
15031,Teshub,[],,[],[],
15032,Tess Daly,[],,[],[],
15033,Tess Doerner,[],,[],[],
15034,Tess Gallagher,[],,[],[],
15035,Tessa James,[],,[],[],
15036,Tessa Jowell,[],,[],[],
15037,Tessa Kennedy,[],,[],[],
15038,Tessa Wyatt,"[1972, 1986]",1972.0,[1977],[5],5.0
15039,Tessie Wall,[],,[],[],
15040,Tetsushi Tanaka,[2014],2014.0,[],[],
15041,Tetyana Kardynalovska,[],,[],[],
15042,Teuhe,[],,[],[],
15043,Teuku Umar,[],,[],[],
15044,Teun van Dijck,[],,[],[],
15045,Teuta,[],,[],[],
15046,Teuta Topi,[],,[],[],
15047,Tevian Dray,[],,[],[],
15048,Tewodros II,[],,[],[],
15049,Tex McCrary,[],,[],[],
15050,Tex Thornton,[],,[],[],
15051,Thad Luckinbill,[2007],2007.0,[],[],
15052,Thaddeus H. Caraway,[],,[],[],
15053,Thado Dhamma Yaza II of Prome,[],,[],[],
15054,Thado Hsinhtein of Tagaung,[],,[],[],
15055,Thado Minbya,[],,[],[],
15056,Thado Minsaw of Ava,[],,[],[],
15057,Thado Minsaw of Prome,[],,[],[],
15058,Thakin Kodaw Hmaing,[],,[],[],
15059,Thaksin Shinawatra,[],,[],[],
15060,Thakur Jugal Kishore Sinha,[],,[],[],
15061,Thalía,[2000],2000.0,[],[],
15062,Thamarai,[],,[],[],
15063,Thandie Newton,[1998],1998.0,[],[],
15064,Thanh Thanh Hiền,[],,[],[],
15065,Thanom Kittikachorn,[],,[],[],
15066,Tharman Shanmugaratnam,[],,[],[],
15067,Tharrawaddy Min,[],,[],[],
15068,Thawi Bunyaket,[],,[],[],
15069,Thayer David,[],,[],[],
15070,Thayer Hobson,[],,[],[],
15071,The Amazing Criswell,[],,[],[],
15072,The Amazing Johnathan,[],,[],[],
15073,The Coles,[],,[],[],
15074,John Eaton (politician),"[1810, 1829]",1810.0,[],[],
15075,"John Eccles, 2nd Viscount Eccles",[],,[],[],
15076,John Edward Gray,[],,[],[],
15077,John Edwards,[],,[],[],
15078,John Ehle,[1967],1967.0,[],[],
15079,John Elitch,[],,[],[],
15080,John Elkann,[],,[],[],
15081,John Emerson (filmmaker),[],,[],[],
15082,John Emery (actor),[],,[],[],
15083,John Engler,[],,[],[],
15084,"John Ernest, Duke of Saxe-Eisenach",[],,[],[],
15085,"John Ernest II, Duke of Saxe-Weimar",[],,[],[],
15086,"John Ernest IV, Duke of Saxe-Coburg-Saalfeld",[],,[],[],
15087,"John Ernst, Count of Nassau-Weilburg",[],,[],[],
15088,John Ery Coleman,[],,[],[],
15089,John Estrada,[],,[],[],
15090,John Eugene Zuccotti,[],,[],[],
15091,John Everett Millais,[],,[],[],
15092,John Evershed,[],,[],[],
15093,John Ewart,[],,[],[],
15094,John F. Kennedy,[],,[],[],
15095,John F. Kennedy Jr.,[1996],1996.0,[],[],
15096,John F. McIntosh,[],,[],[],
15097,John F. Schwegmann,[],,[],[],
15098,"John Fane, 10th Earl of Westmorland",[],,[],[],
15099,John Farrow,[],,[],[],
15100,John Fernandez (Indiana politician),[],,[],[],
15101,John Flint Kidder,[],,[],[],
15102,"John Forbes Nash, Jr.",[],,[],[],
15103,John Forgeham,[],,[],[],
15104,John Forrest,[],,[],[],
15105,John Francis Dodge,[],,[],[],
15106,John Francis Murphy,[],,[],[],
15107,John Frankenheimer,[],,[],[],
15108,John Franklin,[],,[],[],
15109,"John Frederick, Duke of Brunswick-Lüneburg",[],,[],[],
15110,"John Frederick, Duke of Württemberg",[],,[],[],
15111,"John Frederick, Margrave of Brandenburg-Ansbach",[],,[],[],
15112,"John Frederick, Prince of Schwarzburg-Rudolstadt",[],,[],[],
15113,"John Frederick I, Elector of Saxony",[],,[],[],
15114,"John Frederick II, Duke of Saxony",[],,[],[],
15115,John Frederick Mowbray-Clarke,[],,[],[],
15116,John G. Schmitz,[],,[],[],
15117,John Garang,[],,[],[],
15118,John Gard,[],,[],[],
15119,"John Gardiner, Baron Gardiner of Kimble",[],,[],[],
15120,John Gardner (American writer),[],,[],[],
15121,John Gavin,[],,[],[],
15122,John Geesnell Yap II,[],,[],[],
15123,John Gemberling,[],,[],[],
15124,"John George, Elector of Brandenburg",[],,[],[],
15125,John George Adair,[],,[],[],
15126,"John George I, Duke of Saxe-Eisenach",[],,[],[],
15127,"John George I, Elector of Saxony",[],,[],[],
15128,"John George I, Prince of Anhalt-Dessau",[],,[],[],
15129,"John George II, Duke of Saxe-Eisenach",[],,[],[],
15130,"John George II, Elector of Saxony",[],,[],[],
15131,"John George II, Prince of Anhalt-Dessau",[],,[],[],
15132,"John George III, Elector of Saxony",[],,[],[],
15133,"John George IV, Elector of Saxony",[],,[],[],
15134,John Gilbert (actor),"[1918, 1922, 1929, 1932]",1918.0,"[1921, 1925, 1931, 1934]","[3, 3, 2, 2]",2.5
15135,John Gilpin (dancer),[],,[],[],
15136,John Glenn,[1943],1943.0,[],[],
15137,John Goldwyn,[],,[],[],
15138,John Goodwin (theatre publicist),[],,[],[],
15139,John Gorton,[],,[],[],
15140,John Gosden,[],,[],[],
15141,John Graves Simcoe,[],,[],[],
15142,John Gray (U.S. author),[],,[],[],
15143,John Gray (director),[],,[],[],
15144,John Green (author),[],,[],[],
15145,John Gregory Betancourt,[],,[],[],
15146,John Gregory Dunne,[],,[],[],
15147,John Gregson,[],,[],[],
15148,John Grey of Groby,[],,[],[],
15149,John Gross,[],,[],[],
15150,John Guare,[],,[],[],
15151,John Gulager,[],,[],[],
15152,John H. Johnson,[],,[],[],
15153,John H. Kinzie,[],,[],[],
15154,John H. McMorries,[1926],1926.0,[],[],
15155,John H. Reed,[],,[],[],
15156,John H. Wilson (Hawaii),[],,[],[],
15157,John Hagelin,[],,[],[],
15158,John Haggin,[],,[],[],
15159,John Haglelgam,[],,[],[],
15160,John Hamburg,[],,[],[],
15161,"John Hamilton-Gordon, 1st Marquess of Aberdeen and Temair",[],,[],[],
15162,John Hancock,[],,[],[],
15163,John Hannah (actor),[1996],1996.0,[],[],
15164,John Harvey (American actor),[],,[],[],
15165,John Harvey (actor),[],,[],[],
15166,"John Hastings, 3rd Earl of Pembroke",[],,[],[],
15167,John Heard (actor),[],,[],[],
15168,"John Henry, Margrave of Moravia",[],,[],[],
15169,John Henry Comstock,[],,[],[],
15170,John Henry IV of Gorizia,[],,[],[],
15171,John Henry Wright,[],,[],[],
15172,John Hermon,[],,[],[],
15173,John Herrmann,[],,[],[],
15174,John Heslop,[],,[],[],
15175,John Heyman,[],,[],[],
15176,John Hickenlooper,[],,[],[],
15177,John Hinde,[],,[],[],
15178,John Hodiak,[1946],1946.0,[1953],[7],7.0
15179,"John Holland, 1st Duke of Exeter",[],,[],[],
15180,"John Holland, 2nd Duke of Exeter",[],,[],[],
15181,John Hollander,[],,[],[],
15182,"John Hope, 1st Marquess of Linlithgow",[],,[],[],
15183,John Hopkins (writer),[],,[],[],
15184,John Houck,[],,[],[],
15185,John Houseman,[],,[],[],
15186,John Howard,[],,[],[],
15187,John Hubley,[],,[],[],
15188,John Huggins,[1967],1967.0,[],[],
15189,John Hultberg,[],,[],[],
15190,John Humphrys,[],,[],[],
15191,John Hunyadi,[],,[],[],
15192,John Huston,"[1925, 1937, 1946, 1950, 1972]",1925.0,"[1933, 1945, 1950, 1977]","[8, 8, 4, 27]",11.75
15193,"John I, Count Palatine of Simmern",[],,[],[],
15194,"John I, Count Palatine of Zweibrücken",[],,[],[],
15195,"John I, Count of Foix",[],,[],[],
15196,"John I, Count of Hainaut",[],,[],[],
15197,"John I, Count of Holland",[],,[],[],
15198,"John I, Count of La Marche",[],,[],[],
15199,"John I, Count of Ponthieu",[],,[],[],
15200,"John I, Duke of Bourbon",[],,[],[],
15201,"John I, Duke of Brabant",[],,[],[],
